Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"cage,vlv:globe control,2in/3 x 2in valve cage,valve: globe control,2in/3 x 2in valve,stainless steel,fisher,grade: 17-4ph/cb7cu-t,h900,trim type: linear trim,temperature cage,valve:temperature control,2 to 3in valve,linear trim,hardened 17-4 ph ss,cb7cu-t,h900 emerson 2u224033272",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:flow control,3in valve,316 ss/1 cage,valve: flow control,3in valve,316 ss/17-4ph ss,gr s31600,equal pct trim,f/ lv et & fv et valve cage,valve:flow control,3in valve,316 ss/17-4ph ss,gr s31600,equal pct trim,f/ lv et & fv et valve emerson 2u232133272",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"cage,vlv:globe control,4in valve,ss,fish cage,valve: globe control,4in valve,stainless steel,fisher controls,grade: 17-4 ph cage,valve:level control,4in valve,17-4 ht ss,cb7cu-1,series es valve emerson 2u236333272",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:cntrl,4in valve,cast alloy 6,fi cage,valve: control,4in valve,cast alloy 6,equal pct cage,valve:equal pct linear,4in nps valve,alloy 6 fisher controls 2u236339102",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:cntrl,6in valve,17-4ph h900 sta cage,valve: control,6in valve,stainless steel,equal pct,astm a747 cb7cu-1 h900,17-4ph,hardened,7in port,cb7cu-1/h900,ewt w/o bonnet,                                                  3-9/16in e series bonnet cage,valve:flow control,6in valve,17-4 ph ss,astm a747 cb7cu-1 h900,7in port,cb7cu-1/h900,ewt w/o bonnet,3-9/16in e series bonnet fisher controls 2u505933272",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:flow control,3in valve,electro cage,valve: flow control,3in valve,electro nickel coated 316 ss,quick open cage,valve:flow control,3in valve,electro nickel coated 316 ss,quick open fisher controls 2u740648932",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:cntrl,1 x 2in valve,ss,fisher c cage,valve: control,1-2in valve,stainless steel,equal pct,cf8m,nickel coated cage,valve:equal percentage,1 to 2in valve,1-5/16in port,electro nickel coated 316 ss,gr cf8m fisher controls 2u740848932",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"kit:rep,level controller kit: repair,level controller kit:repair,level controller emerson rrelayx0l12 (rrelayx0l22)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,erkin
"kit:rep,regltr,alum & buna-n disk holder kit: repair,regulator,alum & buna-n disk holder assy,diaphragm,closing cap gasket,body gasket,burn,rich kit:repair,regulator,alum & buna-n disk holder assy,diaphragm,closing cap gasket,body gasket,burn,rich emerson rs201x00012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"module:comm,protocol: rs-485 module: communication,protocol: rs-485 module:rs-485 communication,code fsroc-809/fs8cm-2 emerson rs-485",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:rep,ball valve,ball seal,gskt,2x ret kit: repair,ball valve,ball seal,gasket,2x retainer screw,2x retainer washer,radial seal,shim seal,spring seal,tcm seal,wave spring,                                                  stainless steel uns s31600 ball seal kit:repair,ball valve,tcm seal,s31600 ss,w/ gasket,washer,ball seal,cap screws,v150,200 & 300 seals emerson rv150x00c32",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:rep,pressure valve tcm plus,ball sea kit: repair,valve,tcm plus,consists of ball seal,gasket,(2) retainer screws,pressure valve,tcm plus kit:repair,valve,consists of ball seal,gasket,(2) retainer screws,pressure valve,tcm plus emerson rv150x00c42",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit,seal:rep kit,seal: repair kit,seal:repair emerson rv150xhdae2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:rep,alloy 255 duplex stainless steel kit seal: repair,alloy 255 duplex ss kit,seal:repair,alloy 255 duplex ss emerson rv150xhdc62",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit,seal:nitrile,control valve kit seal: nitrile,control valve kit,seal:nitrile,control valve emerson rv500x00042",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:rep,pressure reducing regulator,y690 kit: repair,pressure reducing regulator,y690 blanketing gas regulator kit:repair,pressure reducing regulator,y690 blanketing gas regulator emerson ry690x00012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"o-rng:nitrile,fisher o-ring: nitrile,fisher o-ring:nbr,w/o bonnet,cover,2-13/16in e series bonnet,f/ 4in et control valve emerson t1205106562",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"disc,vlv:nbr disc,valve: nbr,control disc,valve:control,nbr emerson t14386t0012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"diphrgm,vlv:rbr/stl diaphragm,valve: rbr/stl diaphragm,valve:rbr/stl emerson t21163t0012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-1000 to 1000in wc,1/2in-14 npt traditional flange adapter,10.5-42.4dcv,al                                                  uminum,hastelloy c276,lcd,atex,cable entry detail: m20 x 1.5mm,certification refere n c e :  i n t r i n s i c a l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  h art,enclosure detail: dust proof,ingre ss  r at in g : ip 66 /i p6 8, en cl os ur e ra ti n g:  n em a 4x ,f la ng e ma te ri al : 31 6 st ai n le ss  s te el ,m ou ntin g b o lt mat er ia l: aus ten iti c 3 16 sta inl ess  s tee l,s en sor  fi ll fl uid : s ili con e, sup pli ed wit h:  gl as s fill  e d  t e f lo n  o -ri  ng transmitter,differential pressure:3051cd3a03a1bm5i1h7l4q4dfba,rosemount,3626psi/250bar,4 to 20ma output,0 to 2bar input,10.5 to 55vd                                                  c emerson 3051cd3a03a1bm5i1h7l4q4dfba",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-300 to 300 psi,1/2in-14 npt traditional flange adapter,10.5-42.4dcv,alumi                                                  num,hastelloy c276,lcd,atex,cable entry detail: m20 x 1.5mm,certification reference :  i n t r i n s i c a l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  h a r t ,enclosure detail: dust proof transmitter,differential pressure:3051cd4ao3a1bm5i1h7l4q4dfba,rosemount,3626psi/250bar,4-20ma output,0 to 7 bar input,10.5 to 55vdc emerson 3051cd4ao3a1bm5i1h7l4q4dfba",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"cage,vlv:globe,2 x 3in valve,ss,fisher c cage,valve: globe,2-3in valve,stainless steel,equal pct,cf8m,nickel coated,equal pct cage,valve:globe style,2 to 3in valve,2-5/16in orifice,electro nickel coated 316 ss,astm a351 gr cf8m,equal pct fisher controls 2u741048932",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:globe control,2-1/2in/4 x 2-1/2 cage,valve: globe control,2-1/2in/4 x 2-1/2in valve,stainless steel,fisher,coating: electroless nickel coated,grade: 316/cf8m,level,                                                  pressure,temperature,trim type: equal percentage cage,valve:control,2-1/2 x 4in valve,gr cf8m,electroless nickel coated 316 ss,pressure,temp,level,equal pct emerson 2u741148932",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:globe,3in valve,ss,fisher,coati cage,valve: globe,3in valve,stainless steel,fisher,coating: nickel coated,easy-e,grade: cf8m,trim type: equal percentage cage,valve:globe,3in valve,316 ss enc,nickel coated cf8m,easy-e valve,equal percentage emerson 2u741248932",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:globe,4in valve,150lb,ss,fisher cage,valve: globe,4in valve,stainless steel,equal pct,cf8m,nickel coated,rf,150lb,nace et-667-45-dvc6010,type e,equal pct cage,valve:globe style,4in valve,4-3/8in port,electro nickel coated 316 ss,rf,150lb,nace et-667-45-dvc6010,type e,equal pct fisher controls 2u741348932",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:globe control,2in/3 x 2in valve cage,valve: globe control,2in/3 x 2in valve,stainless steel,fisher,coating: nickel coated,grade: cf8m,trim type: linear cage,valve:linear control,2 to 3in valve,heat treated enc 316 ss,nickel coated cf8m emerson 2u741648932",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:cntrl,6in valve,ss,fisher contr cage,valve: control,6in valve,stainless steel,equal pct,316,electroless nickel coated,type et cage,valve:control,6in valve,equal pct,316 ss/enc ht,type et fisher controls 2u806748932",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"seat,vlv:non-vaned,cntrl,ez,1/2in, 3/4in seat,valve: non-vaned,control,ez,1/2in, 3/4in, 1in,cocr-a 6,stainless steel,uns s31600,316,fisher,port size: 1/2in ring,seat:non-vaned,1/2in,316 ss w/ cocr-a seat,1/2in to 1in valve,1/2in port dia,f/ metal seat emerson 2u856146052",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"seat,vlv:non-vaned,cntrl,ez,1/2in, 3/4in seat,valve: non-vaned,control,ez,1/2in, 3/4in, 1in,cocr-a 6,stainless steel,uns s31600,316,fisher ring,seat:non-vaned,3/4in port,316 ss w/ cocr-a seat,1/2 to 1in valve,316 ss trim,uns s31600,f/ metal seat emerson 2u856246052",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"seat,vlv:non-vaned,1in,ss,uns s31600,316 seat,valve: non-vaned,1in,stainless steel,uns s31600,316,fisher,w/ cocr-a alloy 6 seat,port size: 1in ring,seat:25/40 id x 56 od x 18mm wd,316 ss/stellite,f/ 1in port control valve emerson 2u856346052",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"plug,vlv:1/2 x 2in valve,gr 316,material plug,valve: flow control,1/2 to 2in valve,3 flute,316 ss trim,nbr/nylonm icro-flute,w/ alloy 6 seat & tip plug,valve:flow control,1/2 to 2in valve,3 flute,316 ss trim,nbr/nylon,micro-flute,w/ alloy 6 seat & tip fisher controls 2u868446422",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"plug,vlv:stem,nitronic 50 stainless stee plug,valve: stem,nitronic 50 stainless steel,gr 316,fisher plug,valve:stem,control,cocra/nit50/316 ss,assy emerson 2u8684x0202",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"transmitter,temp:4-20ma output,-200 to 8 transmitter,temperature: 4-20ma output,-200 to 850 deg c,12-42.4dcv,-40 to 185 deg f,atex,rosemount,certification reference: intrins                                                  ically safe,input: pt100 385,mounting type: din a head,number of wires: 4,w/ 0065g0 1 y 0 0 0 0 y 0 2 2 5 g 5 2 x a e 1  e l e m e n t , s p a n  r a n g e :  0  t o  1 0 0  d eg c transmitter,temperature:0 to100deg c,5 to 42.4v output,2 to 24ma input,din a head mount,atex intrinsic safety,calibration certificat                                                  e,w/ 0065g01y0000y0225g52xae1 element,sensor type pt100 385 4 wire emerson 644hai1xaq4",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:4-20ma output,12-42.4dc transmitter,temperature: 4-20ma output,12-42.4dcv,-40 to 185 deg f,lcd,atex,rosemount,input detail: single sensor transmitter,temperature:4 to 20ma output,sgl sensor input emerson 644hai1q4m5",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:4-20ma output,12-42.4dc transmitter,temperature: 4-20ma output,12-42.4dcv,aluminum,-40 to 185 deg f,lcd,atex,rosemount,cable entry detail: 1/2in-14 npt cond                                                  uit,certification reference: intrinsically safe,communication protocol: hart,housin g  s t y l e :  u n i v e r s a l  j u n c t i o n  b o x  2  e n t r y , i n p u t  d e t ail: single sensor,mounting type: din a h ea d transmitter,temperature:sgl sensor input,lcd display,alum housing,din a head mount,atex intrinsic safety,1/2in-14 npt cable entry,ca                                                  libration certicate emerson 644hai1j6m5q4",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:4-20ma output,-328 to 1 transmitter,temperature: 4-20ma output,-328 to 1562 deg f,12-42.4dcv,-40 to 185 deg f,atex,rosemount,certification reference: intrin                                                  sically safe,communication protocol: hart,input: pt100 sensor,input detail: single s e n s o r , m o u n t i n g  t y p e :  r a i l , s p a n  r a n g e :  0  t o  1 0 0  d eg c,type reference: 644r,electronics hou si ng : po ly ca rb on at e transmitter,temperature:type 644r,4 to 20ma hart protocol output,sgl sensor input,rail mount,atex intrinsic safety,0 to 100deg c,12to 42.4vdc,digital hart protocol,-40 to 85deg c,polycarbonate housing,3-pt calibration,pt100 sensor,baseefa,bas 03atex0499x emerson 644rai1q4",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"vlv,globe:4in,class 600,raised face flan valve,globe: 4in,class 600,raised face flange,316 stainless steel,316 stainless steel trim,nitronic 50 stem,actuator,nace mr0175,fis                                                  her,bore size: 3-7/16in,softgoods: teflon packing,stem size 3/4in,style: single por t valve,globe:4in,class 600,rf flg,316 ss trim body,sgl port,nitronic 50 stem,teflon packing,657/40 actuator operated,type et,t/n dst,                                                  3-7/16in bore,nace mr-01-75,3/4in stem,flow direction down,north sea paint specific a t i o n , d v c 6 0 1 0 s  d i g i t a l  v v e  p o s i t i o n e r , 4  t o  2 0 m a  i nput emerson et-4-600#-657-3-stc dst",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"fltr,regltr:compact,direct operated,inst filter,regulator: compact,direct operated,instrument supply,1/4in npt,250 psig inlet / 50 psi outlet,aluminum,panel mount,fisher controller:level,3 to 15psig,316 ss trim,pneumatic output,2in,class 300,rf connection,1400psig max wp,airset,14in lg cage,2-3/8 x 14                                                  in displacer,316 ss trim,ss gasket and graphite,astm a193 gr b7 and astm a194 gr 2h  b o l t i n g , f 3  c o n n e c t i o n  l o c a t i o n  r e f e r e n c e emerson 67cfr-362",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:2in valve,ss,fisher controls,31 cage,valve: 2in valve,stainless steel,fisher controls,316,electroless nickel coated cage,valve:whisper i,316 ss/enc ht emerson 2v503248932",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"cage,vlv:cntrl,3in valve,ss,coating: nic cage,valve: control,3in valve,stainless steel,coating: nickel coated,grade: 316/cf8m,trim type: whisper i cage,valve:control,3in nps valve,whisper i trim,nickel coated 316 ss,cf8m emerson 2v503448932",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"cage,vlv:equal pct linear,4in nps valve cage,valve: equal pct linear,4in nps valve,ss gr cf8m,type edr,whisper i trim,nickel pltd,control cage,valve:equal pct linear,type edr,4in nps valve,ss gr cf8m,whisper i trim,nickel pltd,control emerson 2v503548932",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"cage,vlv:ss,fisher controls,whisper i,31 cage,valve: stainless steel,whisper i,316,electroless nickel coated,heat treatment cage,valve:whisper i,316 ss/enc ht fisher controls 2v503648932",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"seat,vlv:cntrl,ew,8 x 4in,cocr-a,ss,uns seat,valve: control,ew,8 x 4in,cocr-a,stainless steel,uns s31600,316/cf8m ring,seat:control valve,316 ss/cocr-a,uns s31600 emerson 2v642446062",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"ring,seat:175 id x 211 od x 50mm thk,coc ring seat: valve,175 id x 211 od x 50mm thk,316 20b64/cocra ring,seat:valve,175 id x 211 od x 50mm thk,316 20b64/cocra fisher controls 2v721646062",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"plug,vlv:blow out,fluorosilicone rubber plug,valve: blow out,fluorosilicone rubber,fisher plug,valve:blow out,control,fluorosilicone rbr emerson 2v766005312",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"gear:shft shaft,gear shaft,gear: daniel 301-13-079",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"shft,gear:pinion shaft,gear: pinion shaft,gear:pinion,2/pack daniel 1-301-13-111",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"meter:pres,rosemount,lcd display meter: pressure,lcd display meter:pressure,lcd display rosemount 3031-0193-0001",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:o-rng,adaptor flg,glass filled teflo kit: o-ring,adaptor flg,glass filled teflon,12/pack kit:o-ring,adaptor flg,glass filled teflon,12/pack emerson 3031-0193-0104",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,pres:ga,inline,scalable,4-20 transmitter,pressure: gauge,inline,scalable,4-20ma output,-14.7 to 10000 psig,12-42.4dc v,stainless steel,316l stainless steel,lcd,a                                                  tex,cable entry detail: m20 x 1.5mm,certification reference: intrinsically safe,com m u n i c a t i o n  p r o t o c o l :  h a r t , s p a n  r a n g e :  0 . 0 2 5  p c t  a ccuracy,supplied with: 1199wda95ffs61b1f 22 4a vc h/ 11 99 wd a9 5f fs 6 3b 1f 26 4a vc h re mo te  di ap hr ag m se al 
m an  pa rt  n um be r:  30 51 s1 tg 5a 2 b1 1a 1k c  5i  1m 5p1 q4q 8qt t1q zda 2a9 497 transmitter,pressure:scalable inline gage,-14.7 to 10000psi,4 to 20ma hart digital signal output,0.025pct span,lcd display,m20 x 1.5                                                  mm entry,atex intrinsic safety,ss housing,316l ss isolating diaphragm,coc,w/ 1199wd a 9 5 - f f s 6 3 - b 1 f 2 6 4 - a v c h  r e m o t e  d i a p h r a g m  s e a l , m p n  :  3051s1tg5a2b11a1kc5i1m5p1q4q8qtt1qzda 2a 94 97 emerson 3051s1tg5a2b11a1kc5i1m5p1q4q8qtt1qzda2a%",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-3 to 3in wc,traditional flange,10.5-42.4dcv,aluminum,316l stainless steel                                                  ,lcd,rosemount,cable entry detail: 1/2in-14 npt,communication protocol: hart,suppli e d  w i t h :  g l a s s  f i l l e d  t e f l o n  o - r i n g transmitter,differential pressure:coplanar,-3 to 3in wc,4 to 20ma hart protocol output,alum housing,lcd local indicator,316l ss diap                                                  hragm,glass filled teflon o-ring,silicone sensor fill fluid,1/2in-14 npt cable entr y emerson 3051cd0a02a1ah2k6l4m5q4q8",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-3 to 3in wc,1/2in-14 npt traditional flange adapter,stainless steel flang                                                  e bracket mount,10.5-42.4dcv,aluminum,316l stainless steel,lcd,rosemount,cable entr y  d e t a i l :  m 2 0  x  1 . 5 m m , c o m m u n i c a t i o n  p r o t o c o l :  h a r t,sensor fill fluid: silicone,supplied w it h : gl as s fi ll ed  te fl on  o- r in g transmitter,differential pressure:coplanar,-3 to 3in wc,4 to 20ma hart protocol output,alum housing,316l ss diaphragm,glass filled t                                                  eflon o-ring,silicone sensor fill fluid,m20 x 1.5 cable entry emerson 3051cd0a02a1bh2bai1l4m5q4q8c4c1p1q32df",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-25 to 25in wc,alternate flange,10.5-42.4dcv,aluminum,316l stainless steel                                                  ,lcd,atex,rosemount,cable entry detail: m20 x 1.5mm conduit,certification reference :  i n t r i n s i c a l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  h a r t ,enclosure detail: dust proof,process co n ne ct io n de ta il : as se mb le  t o  3 05  i nt eg ra l ma ni fo ld ,s en so r fi ll  f l ui d:  s il ic on e, su pp l ied wi th  : gla ss fi lle d p tfe  o -ri ng, w/ man ifo ld  ty pe 305 rc5 2b1 1b4 l4 transmitter,differential pressure:coplanar,-62.5 to 62.5mbar,4 to 20ma output,10.5 to 42.4vdc,alum housing,316l ss isolating diaphra                                                  gm,m20 x 1.5mm pitch conduit entry size,silicone filling,w/ manifold type 305rc52b1 1 b 4 l 4 emerson 3051cd1a02a1bs5i1m5q4q8",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-25 to 25in wc,traditional flange,stainless steel flange bracket f/ 2in pi                                                  pe/panel mount,10.5-42.4dcv,stainless steel,316l stainless steel,cable entry detail :  m 2 0  x  1 . 5 m m , c o m m u n i c a t i o n  p r o t o c o l :  h a r t , s e n s o r  fill fluid: silicone,supplied with:gl as s  f il le d  t e fl on  o -r in g transmitter,differential pressure:coplanar,-25 to 25in wc,4 to 20ma hart protocol output,ss housing,316l ss diaphragm,glass filled t                                                  eflon o-ring,silicone sensor fill fluid,m20 x 1.5 cable entry emerson 3051cd1a02a1kh2b4i1l4q4",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,4-20ma ou transmitter,differential pressure: coplanar,4-20ma output,-25 to 25in wc,traditional flange,flange bracket mount,10.5-42.4dcv,stainl                                                  ess steel,316l stainless steel,rosemount,cable entry detail: m20 x 1.5mm pitch cond u i t , s e n s o r  f i l l  f l u i d :  s i l i c o n e transmitter,differential pressure:coplanar,-62.2 to 62.2mbar,4 to 20ma output,10.5 to 42.4vdc,ss housing,316l ss isolating diaphragm                                                  ,m20 x 1.5mm pitch conduit entry size,silicone filling emerson 3051cd1a02a1kh2b7i1l4q4",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"flowmeter:coriolis massic,m20 x 1-1/2in flowmeter: coriolis massic,m20 x 1-1/2in female,cast alum,nema 4x ip66,micro-motion flowmeter:coriolis massic,m20 x 1-1/2in female,cast alum,nema 4x ip66,micro-motion emerson nan",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:spare,position transmitter,pot bushi kit: spare,position transmitter,pot bushing assembly,pwb assembly,o-ring,fisher kit:spares,position transmitter,consists of (1)o-ring,(1) pot bushing assy,(1) pwb assy emerson am2464-001",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"kit:spare,globe valve,gasket set,groove kit: spare,globe valve,gasket set,groove pin,plug stem,m-form plug,bore cage,seat ring,repair kit,wiper,upper washer,special spring,                                                  lower wiper,packing ring,7-piece kit:spares,7 parts,globe valve,fisher consists of (1) gasket set,(1) groove pin,(1) plug stem,(1) m-form plug,(1) bore cage,(1) seat                                                   ring,w/ kit repair,wiper,upper washer,spcl spring,lower wiper,packing ring emerson am2469-001",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"kit:spare,actr,repair kit, seal bushing, kit: spare,actuator,repair kit, seal bushing, diaphragm kit:spares,actuator,consists of (1) repair kit,(1) seal bushing,(1) diaphragm fisher controls am2470-001",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"kit:spare,turbo expander compressor,1x e kit: spare,6-piece,turbo expander compressor,6,19b5402x012 elastomer kit, misc small hardware kit, 19b5400x012/38b6041x152 input con                                                  verter kit,comprising, 1 x i/p converter kit,suppliers part number: 19b5400x012 (no w  3 8 b 6 0 4 1 x 1 5 2 ) , 1  x  e l a s t o m e r  k i t , s u p p l i e r s  p a r t  n umber: 19b5402x012,1 x misc.small hardwa re  ki t, su pp li er s pa rt  n um be r:  1 9 kit:spare,6 parts,turbo expander compressor,comprising:, 1 x i/p converter kit, suppliers part number: 19b5400x012 (now 38b6041x152)                                                  , 1 x elastomer kit, suppliers part number: 19b5402x012, 1 x misc. small hardwarek i t ,  s u p p l i e r s  p a r t  n u m b e r :  1 9 flowserve am2471-001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
